IdProduto;Produto;TipoDeProduto;GrupoDeProdutos;FamiliaDeProdutos
1000005648;BRINQ  BINÃCULO 150U;;;
1000005649;BRINQ CARTOES DE CONTATO 150U;;;
1000005650;BRINQ SENSOR INLUMINAÃÃO 150U;;;
1000005651;BRINQ BATARANG DO BATMAN 150U;;;
1000005652;BRINQ PINÃA MGNÃTICA 150U;;;
1000005653;BRINQ MASCARA FLASH 150U;;;
1000005659;BRINQ BEBE BLUE 150U;;;
1000005662;BRINQ STYGIMOLOCH 150U;;;
1000005663;BRINQ TRICERATOPE 150U;;;
1000005664;BRINQ BLUE 150U;;;
1000005665;BRINQ TIRANOSSAURO REX 150U;;;
1000005666;BRINQ ESTEGOSSAURO 150U;;;
1000005667;BRINQ BRAQUIOSSAURO 150U;;;
1000005668;BRINQ CARNOTAURO 150U;;;
1000005675;BRINQ INDORAPTOR 150U;;;
1000005676;BRINQ XYLO VOADOR 150UN;;;
1000005678;BRINQ COÃADOR DE COSTAS 150UN;;;
1000005682;BRINQ ETIQUETA DE BAGAGEM 150UN;;;
1000005683;BRINQ KIT DE VIAGEM 150UN;;;
1000005686;HMB JURASSIC WORLD 500UN;;;
1000005687;SLEEVE TOP SUNDAE 2250 UN.;;;
1000005731;BRINDE BIG MAC 200UN;;;
1300000129;Tostadeiras e Vaporizadores;;;
1300000132;Pirometro;;;
1300002611;CONJ.TRAVA PARA FILTRO DO CAPTOR MCD;;;
1500001586;FIBRA LIMPEZA LEVE BRANCA C/ 2 UND. 3M MCD;;;
1500001945;REFIL MOP LIQ 320GR S/CINTA CRU/BRANCO;;;
1500002051;FITA ADES FITPEL TRANSP PP 50X50;;;
1500002065;GRAMPEADOR METAL 25FLS 13CM 392710 MAPED;;;
1500002094;PINCEL MARCA TEXTO RS BRITELINER BIC;;;
1500002419;PINCEL MARCA TEXTO LARANJA;;;
1500003005;BALANCA DIGITAL COZINHA ATE 10KG (MCD);;;
2500000969;COCA COLA ZERO BAG IN BOX 5L;;;
1000000157;HAMBURGER REGULAR;;;
1000000522;COBERTURA LIQUIDA MCDO;;;
1000002388;LÃ¢mina GenÃ©rica CB / HB;;;
1000002406;EMBALAGEM NUGGETS 10 GQP;;;
1000003566;FEIJAO CARIOQUINHA;;;
1000003620;PAO TASTY;;;
1000003930;KAY MULT S&G CX 2 BAGS 5L;;;
1000004433;KAY QSR RESTROON CLEANER;;;
1000004715;EMBALAGEM CLUBHOUSE DRIVE TRUH;;;
1000004893;BACON RESFRIADO 2.5MM CX4X2.5KG;;;
1000004936;CONC ABACAXI&MANGA REFRIG 8UN;;;
1000005185;BACON 4.00MM CONG. ECO - 15 KG;;;
1000005376;PÃO CLUB HOUSE CONGELADO CXG;;;
1000005579;BOBINA TERMICA 79x40 CX com 50;;;
1000005617;MAIO ESPANHA OLIVIA 12bag 0,5KG;;;
1000005618;MAIONESE BRASIL  12bag  X 0,5KG;;;
1000005621;MELT BRIE 4UNX1,5KG;;;
1000005622;MELT T.SC POLENGHI 4UNX1,5KG;;;
1000005623;POLPETONE 12,95KG;;;
1000005624;QUEIJO COALHO EMPANADO;;;
1000005625;PEPPERONI FATIADO 2BAGS X 1KG;;;
1000005627;MAIO CHIMICHURRI 12POX0,5KG;;;
1000005630;MAIONESE BAG 12 POUCHES X 0,5KG;;;
1000005631;MOLHO ALEMAO 12POUCHES X 0,5KG;;;
1000005632;COPA FATIADA SADIA CX3KG;;;
1000005633;PAO DUPLO SPLIT CX CONG 180UN;;;
1000005638;PAO DUPLO SPLIT BJ CON MB 30UN;;;
1000005656;HMB JUSTICE LEAGUE 500UN;;;
1000005669;KAY QSR  SANITIZANTE CX 2X1KG;;;
1300002073;CAPACITOR  40 UF - 380V;;;
1300002526;IMA P/FECHO MAGNETICO 39X18X4MM FURO Ã 6,00MM;;;
1300002547;RESISTENCIA CU U3 9.0KWX220/380V 450MM AQUECEDOR DE AGUA VERTICAL 300L;;;
1300002575;ABA DOBRADICA 304 HAMBURGUESA DIREITA FEMEA 40 60MM SEM FURO CONFORME DESENHO;;;
1300002576;ABA DOBRADICA 304 HAMBURGUESA ESQUERDA MACHO 40 60MM SEM FURO CONFORME DESENHO;;;
1500001306;BARBANTE ALGODAO CRU 4/8 184M KOREA;;;
1500001491;CONJUNTO ETIQUETA ADESIVA P/CUBA;;;
1500001498;CRACHA C/CORDAO SILIC. 114X75 PT C/50UN;;;
1500001549;ESPREMEDOR PARA BALDE DOBLO AMARELO;;;
1500001582;ETIQUETA P/ BORRIFADORES;;;
1500001669;GUARDA CHUVA MCDONALDS;;;
1500001982;SUPORTE PARA LUVAS DESCARTAVEIS;;;
1500002162;COLA BRANCA 90G BIC;;;
1500002365;LIXEIRA PLAST C/TAMPA E PEDAL 15L BRANCA;;;
1500002392;PLACA CUIDADO PISO MOLHADO MCDONALDS;;;
1500002429;PILHA ALCALINA PALITO AAA C/2UND AM4-B2;;;
1500002430;PILHA ALCALINA PEQUENA AA C/2UND AM3-B2;;;
1500002627;ESTILETE LARGO SELLER P-600;;;
1500002831;COLETOR DE LIXO C/DIVISORIAS E PEDAL 30L BR;;;
1500002954;ENV SACO 240X340 AMARELO - MCD;;;
1500002960;ETIQUETA ORGANICO MOD. PT MCD PCT C/5;;;
1500002961;ETIQUETA RECICLADO MOD.VD MCD PCT C/5;;;
1500002982;SAPATO 41 STICKY SHOE  PRETO CA 27891;;;
1500003007;Splendor .NA;;;
1500003019;DISPENSER P HIG ROLAO BC VELOX;;;
1500003041;ENV PLASTICO OFICIO 0,06 S/FURO;;;
1500003042;ESPATULA DE PAPEL MCD;;;
1500003043;OCULOS DE SEGURANCA FENIX INCOLOR;;;
1600000756;HD DESENGORDURANTE DESENG;;;
1600001468;Good LCÂ Â  30;;;
1600001479;TOALHA DESCARTAVEL 30X40;;;
1600001480;SACO LIXO 020L PR 50X53X0,003 MCD;;;
1600001481;AVENTAL DESCARTAVEL SEM MANGA TNT;;;
2400001514;EQUIPAMENTOS AÃOS MACON;;;
2500001226;FANTA LARANJA 10L;;;
SPED3252539424;LUVA DE VINIL TRANSP G PAR;;;
1000000703;CARNE BIG TASTY - BRASLO;;;
1000002592;COLHER SUNDAE 2000;;;
1000003099;CARNE ANGUS BRASLO;;;
1000003896;BANDEJA DE TORTA VERDE;;;
1000004089;COPO REFRIGERANTE 700 ML BRAND AMBITION;;;
1000004576;CARNE CRISPY CHICKEN 10,08 KG;;;
1000004600;EMBALAGEM BATATA CHEDDAR;;;
1000004696;BEM CLUBHOUSE BACON 600UN;;;
1000004804;SACO D DYNAMIC;;;
1000004847;ETIQUETA NOVO SIGNATURE 3000UN;;;
1000005013;PÃO QUEIJO MULTIGRÃOS 185UN;;;
1000005025;ESTEIRA TEFLON TOSTADEIRA;;;
1000005162;M. PIMENTA SACHE 504UNx3ML PAT;;;
1000005345;BALAO CANUDO;;;
1000005347;BANDEJA BALCAO CX C/ 36 UNIDS;;;
1000005375;PÃO CLUB HOUSE CONGELADO;;;
1000005604;BRINQ ROBERT 150U;;;
1000005605;BRINQ CARRIE 150U;;;
1000005606;BRINQ DARWIN 150U;;;
1000005610;BRINQ GUMBALL 150U;;;
1000005611;BRINQ JUKE BEATBOX 150U;;;
1000005635;PAO GERGELIM PB BJ CONG 30UN;;;
1000005640;HMB GUMBAL 500UN;;;
1500001583;ETIQUETA P/ SABONETEIRA E LAV.MAOS;;;
SPED321983731;Dioxido Carbono Cil T45 Kg;;;
SPED323515794;LUVA DE VINIL TRANSP G PAR;;;
1000002377;Embalagem Batata Grande;;;
1000003126;ALFACE CRESPA FOLHA;;;
1000005084;BEBIDA LACTEA CHOCOLATE - 20L;;;
1000005591;BRINQ SHOPKINGS 150U;;;
1000005592;BRINQ SHOPKINGS 2 150U;;;
1000005593;BRINQ SHOPKINGS 3 150U;;;
1000005594;BRINQ SHOPKINGS 4 150U;;;
1000005607;BRINQ PENNY 150U;;;
1000005608;BRINQ ROCKY 150U;;;
1000005609;BRINQ TOBIAS 150U;;;
1000005619;HMB SHOPKINGS YO KAI 500UN;;;
1300002204;PRESSOSTATO ALTA / BAIXA (ALCO);;;
1300002262;VALVULA EXPANSÃO TIXA 11 (EMERSON);;;
1300002566;CHAVE ILUMINADA BIPOLAR COR VERDE COM CAPA PROTECAO MAR GIRIUS 16A 250V 30223 M2FT1ABSE3GY/197;;;
1300002696;EVERY CONTROL EVKB 23 (EVK 23);;;
1300002709;TC 900RI CLOCK (FULL GAUGE);;;
1300003150;PLACA CONTROLE TEMPO VIDA SECUNDARIA LEITE 2;;;
1300003152;PLACA CONTROLE TEMPO VIDA SECUNDARIA McFLURRY;;;
1300003153;PLACA CONTROLE TEMPO VIDA SECUNDARIA MAQ SUCO;;;
1300003160;PLACA CONTROLE TEMPO VIDA SECUNDARIA COMBO DESSERT;;;
1300003161;PLACA CONTROLE TEMPO VIDA SECUNDARIA CARNES VERMELHAS 24 HORAS;;;
1500002891;SAPATO NÂº 36  AZUL MARINHO STICKY SHOE;;;
1500002892;SAPATO NÂº 37  AZUL MARINHO STICKY SHOE;;;
1500002893;SAPATO NÂº 38  AZUL MARINHO STICKY SHOE;;;
SPED320308331;Dioxido Carbono Cil T34 Kg;;;
SPED320570861;Dioxido Carbono Cil K27 Kg;;;
1000000366;HAMBURGUER BOVINO MCDAS';;;
1000000705;ALL WHITE NUGGETS;;;
1000001037;CANUDO EMBALADO;;;
1000002381;Embalagem QuarterÃ£o;;;
1000003911;COPO REFRIGERANTE 500ML BRAND AMBITION;;;
1000003957;ETIQUETA WRAP QUEIJO QUENTE;;;
1000003958;COPO REFRIGERANTE 300ML BRAND AMBITION;;;
1000004547;CARNE MCNUGGETS BRASLO;;;
1000005431;BRINQ FURBY ROSA 150u;;;
1000005537;KITKAT 4GNGR BRANCO 4 24X41 5G;;;
1000005565;EMB DUPLO BIG MAC 600UN;;;
1000005584;BRINQ ESPELHO DO KOMASAN 150U;;;
1000005585;BRINQ ILUMINADOR KOMASURA 150U;;;
1000005586;BRINQ JIBANYAN 150U;;;
1000005587;BRINQ JIBANYAN MASK 150U;;;
1000005588;BRINQ MASCARA DO ROBONYAN 150U;;;
1000005589;BRINQ PROJ. JIBANY WHISPER 150U;;;
1000005590;BRINQ SHOGUNYAN LIGHT UP 150U;;;
1000005595;BRINQ WHISPER 150U;;;
1000005614;LAMINA BAND PLAY ESCORT 4000UN;;;
1300002424;KIT DE INSTALAÃÃO (bucha, parafusos, fita isolante, braÃ§adeiras);;;
1500001484;COLA BRANCA 110 GRS PRITT TENAZ HENKEL;;;
1500001636;GARRA PLASTICA C/CABO P/MOP UMIDO AZUL;;;
1500001638;GARRA PLASTICA P/MOP UMIDO AZUL;;;
1500002191;GRAMPO 26/6 COBREADO CX/5000;;;
1500002604;SACO LIXO 060L VD 70X70X0,005 C/100;;;
1500002859;BOBINA RELOGIO DE PONTO 57X150 TERMOBANK;;;
1500002878;PALMILHA 39 PARA SAPATO STICKY SHOE;;;
1500002879;PALMILHA 40 PARA SAPATO STICKY SHOE;;;
1500002880;PALMILHA 41 PARA SAPATO STICKY SHOE;;;
1500002881;PALMILHA 42 PARA SAPATO STICKY SHOE;;;
1500002895;SAPATO NÂº 40  AZUL MARINHO STICKY SHOE;;;
1500002896;SAPATO NÂº 41  AZUL MARINHO STICKY SHOE;;;
SPED318705701;Dioxido Carbono Cil T34 Kg;;;
SPED319024461;Dioxido Carbono Cil T45 Kg;;;
1000005216;LAMINA BAND MEUMALV FAVO 4000U;;;
1000005515;EMB BATATA M BLACK FRIDEY 1600;;;
1000005754;PAO SUPER CH MIX GERG BDJ CONG;;;
1000005763;GRILL ARTISAN FILE;;;
1000005764;BRINQ RESHIRAM 150U;;;
1000005765;BRINQ ZEKRON 150U;;;
1000005766;BRINQ THUNDURUS 150U;;;
1000005767;BRINQ TORNADUS 150U;;;
1000005768;BRINQ LATIAS 150U;;;
1000005769;BRINQ LATIOS 150U;;;
1000005770;BRINQ PALKIA 150U;;;
1000005771;BRINQ DIALGA 150U;;;
1000005790;NINHO LEITE EM PÃ INST 12X800G;;;
1300000105;Sistema de Ar Condicionado;;;
1300000572;CORTADOR DE TUBO DE COBRE 1/8 ATE 1.1/8 ( PC );;;
1300000573;CHAVE CATRACA COMBINADA (3/16 A 3/8);;;
1300002188;MICRO MOTOR 1/20;;;
1300002433;CAMERA INFRA DOME 10M INTELBRAS C/ CABO (atÃ© 30m);;;
1300002734;FILTRO SECADOR ST 165 R  (350X5/8) (EMERSON);;;
1500001472;CLIPS N.6/0 500G 220U GALVANIZADO BACCHI;;;
1500001954;REGUA 50 CM PLASTICA;;;
1500002606;SACO LIXO 200L VD 92X130X0,005 C/100;;;
1500002616;ETIQ LASER 6180 C/100F 25,4X66,7;;;
1500002684;KIT ETIQUETADORA PRECO C/2 LINHAS METIQ;;;
1500003084;DISPENSER P HIG ROLAO BC VELOX;;;
1500003086;COLUNA REPOSICAO P/LIXEIRA 15LT;;;
1500003133;DISPENSER PAPEL TOALHA 2 / 3 DOBRAS MCD;;;
1500003168;REFIL UMIDO PONTA DOBRADA 330G CRU;;;
2400000147;PN 873-008358 - ZENWORKS DESKTOP MANAGEMENT & PRIOR 1-DEVICE/USER LICENSE;;;
1000000795;COOKIE FSB BAUNILHA;;;
1000000796;COOKIE FSB CHOCOLATE;;;
1000000822;TORTA SADIA HOLANDESA;;;
1000001160;GUARDANAPO MC CAFE;;;
1000002179;PAO AREPA SECO;;;
1000003652;BOLO DE LARANJA CASEIRO;;;
1000003707;TORTA DE COCO;;;
1000004034;XAROPE DE MACADAMIA;;;
1000004440;CAFÃ SACHET DESCAFEINADO;;;
1000004571;FOLHADO DE FRANGO;;;
1000004738;COPO REFRI 550ML OLIMPIADAS;;;
1000005101;CHANTILLY CX 12 X 1 L;;;
1000005192;SUCO UVA PET 300ML 6UN;;;
1000005308;AÃUCAR MASCAVO;;;
1000005331;MINI DONUTS DOCE LEITE 200UN;;;
1000005350;CHOCOLATE PETIT FOUR MENTA CX C/ 4 POTES DE 800GR;;;
1000005351;BOLO DE MACA COM CANELA;;;
1000005352;TORTA P. MOUSSE CHOCOLATE;;;
1000005388;CAFE EM GRAO CX C/ 10 KG;;;
1000005599;PALITO SANDUICHE 2.500un;;;
12719;CAFE EM GRAO - MCCAFE;;;
12724;GUARDANAPO MCCAFE;;;
1300000111;Tostadeiras e Vaporizadores;;;
1300001208;FRITADEIRAS FILTRADORRAS E SISTEMA ANSUL;;;
1300002070;CAPACITOR  30 UF - 380V;;;
1300002074;CAPACITOR  45 UF - 380V;;;
1500001294;BALDE ESPREMEDOR DOBLO 30 LITROS;;;
1500001577;ETIQ TP19 VERDE 19MM 200 ETIQ PIMACO;;;
1500001620;FITA DUPLA FACE 12X1,5 ESPUMA 109 SCOTCH;;;
1500002122;VASSOURA NYLON 30CM CB120CM LADY(NOVICA);;;
1500002126;VASSOURA PELO 40 B.MD SINT CB120;;;
15038;TORTA HOLANDESA;;;
23621;FRAMBOESA CX C/ 5,4KG;;;
2400000005;CERÃMICA;;;
2400000230;CARRO DE RECEBIMENTO HTGK 1939;;;
25220;COOKIE FSB CHOCOLATE;;;
28920;HMB GENERICO;;;
31744;CAFE SACHET DESCAFEINADO;;;
3225;ACUCAR MASCAVO;;;
3231;AGUA MINERAL;;;
3242;CANELA MCCAFE;;;
3253;CARNE QUARTERAO BRAPELCO;;;
3255;CARNE REGULAR BRAPELCO;;;
3519;SAL SACHET;;;
38356;SACO MC NUGGETS C 4 - GQP;;;
39119;COBERTURA MORANGO;;;
39443;FOLHADO DE FRANGO;;;
39619;MOLHO PAT CAESAR 180U 18G;;;
39959;CHA CIDREIRA LEAO;;;
39961;CHA HORTELA LEAO;;;
39963;CHA MATTE LEAO;;;
39964;CHA PRETO LEAO;;;
40144;EMBAL SANDUICHE MCCAFE;;;
40585;MOLHO BIG TASTY;;;
41602;CARNE ANGUS BRASLO;;;
41741;CONDIMENTO ANGUS;;;
43901;CENOURA;;;
43914;BOLO MACA COM CANELA;;;
43920;POLPA BLUEBERRY;;;
44180;TORTA PREMIUM MOUSSE CHOCOLATE;;;
POS-47111;McColosso de Maca Canela;;;
POS-61957;OCEANO;;;
POS-63715;AbaMan P;;;
POS-64095;CocaZero;;;
POS-64255;Fantasmago;;;
POS-64712;SmoManAba P;;;
SPED316778691;Dioxido Carbono Cil K27 Kg;;;
SPED317247861;Dioxido Carbono Cil T45 Kg;;;
1000003273;BOLO MAÃA COM CANELA;;;
1000003280;TORTA PREMIUM MOUSE CHOCOLATE;;;
1000003903;PAO REGULAR SECO - MB;;;
1000004441;MARGARINA MIX VIGOR C/SAL;;;
1000004488;XAROPE DE MENTA;;;
1000004617;CAPSULAS DE GAZ PARA CHANTILLY;;;
1000004947;XICARA CAFÃ BUONDI SEM PIRES;;;
1000004948;XICARA CAFÃ GENOVA SEM PIRES;;;
1000004956;BRINQUEDO LUIGI 150UN;;;
1000005079;COPO MCCAFE 300ML LOYALT 600UN;;;
1000005272;FRAMBOESA IQF CX C/10 POTES DE 450G;;;
1000005273;MORANGO CONGELADO IQF CX 12KG CX C/12KG;;;
1000005310;CANELA - MCC;;;
1000005322;CHA PRETO LEAO CX C/ 15 UNIDADES DE 1.6 GRS;;;
1000005323;CHA CAMOMILA LEAO CX C/ 15 UNIDADES DE 1 GRS;;;
1000005324;CHA CIDREIRA LEAO CX C/ 15 UNID DE 1 GRS;;;
1000005325;CHA ERVA DOCE LEAO CX C/ 15 UNID DE 2 GRS;;;
1000005326;CHA HORTELA LEAO CX C/ 15 UNID DE 1 GRS;;;
1000005327;CHA MACA C/ CANELA LEAO CX C/ 15 UNID DE 2 GRS;;;
1000005328;CHA VERDE LEAO CX C/ 15 UNID DE 1,6 GRS;;;
1000005329;CHA MATTE LEAO CX C/ 15 UNID DE 1,6 GRS;;;
1000005427;BRINQ FURBY LARANJA 150u;;;
1000005516;LAMINA BAND RESUL MCDIA 4000UN;;;
1000005525;BRINQ PIKACHU 150UN;;;
1300000943;CONTROLE DE PORÃÃO COM MEMORIA;;;
1300001844;ELEMENTO FILTRANTE MAQ.TWN-TWIST NOVA C-716 (CX C/;;;
1300002164;GÃS HP 62 (R404) C/ 10,89 KG (DU PONT);;;
1300002462;PLACA DE INTERFACE DO MOTOR CHAPA C844;;;
1500001411;CANETA ESF AZ 1,0 CRISTAL BIC;;;
1500001470;CLIPS N.4/0 500G 390U GALVANIZADO BACCHI;;;
1500001599;FITA ADES 12X30 TR NOVO DUREX 3M;;;
1500001637;GARRA PLASTICA C/CABO P/MOP UMIDO VERDE;;;
1500002216;LUVA AMARELA DE PROTECAO G DA299 CA15532;;;
1500002915;SACO LIXO 100L PR 75X95X0,004 C/100 MCD;;;
1500002928;ENV SACO KRAFT OURO 80G 310X410 c/100;;;
1500002965;GAS R404;;;
1500002979;SAPATO 38 STICKY SHOE  PRETO CA 27891;;;
1500002984;SAPATO 43 STICKY SHOE  PRETO CA 27891;;;
1500002985;SAPATO 44 STICKY SHOE PRETO CA 27891;;;
1500002986;SAPATO 45 STICKY SHOE  PRETO CA 27891;;;
1600000530;COPO TAÃA MCCAFE;;;
2500001282;CRYSTAL PET 500ML C/G CX 12UN;;;
SPED315235191;Dioxido Carbono Cil T45 Kg;;;
SPED315354131;Dioxido Carbono Cil T34 Kg;;;
1000002276;COPO DOSE AGUA MINERAL 60 ML;;;
1000002746;EMBAL SANDUICHE McCAFE;;;
1000003897;BANDEJA DE TORTA VERMELHA;;;
1000005235;COPO 120 ML CAFE;;;
1000005287;GUARDANAPO MC CAFE CX C/ 50X100UNDS;;;
1000005380;CROISSANT CHOCOLATE;;;
1000005382;FOLHADO FRANGO;;;
1000005384;COOKIE CHOCOLATE C/GOTAS;;;
1000005385;COOKIE C/GOTAS;;;
1000005389;CAFE DESCAFEINADO MOIDO SACHE CX C/ 150 SACHETS DE 6,7GRS.;;;
1000005582;TORTA HOLANDESA/TIPSY/CX C/1UN;;;
1000005702;TAMPA 200 ML MCCAFE - IMPT;;;
1000005747;BOLO CENOURA MCCAFÃ;;;
1300000134;GAS 404A C/ 10,9 KG ( BTJ );;;
1300003082;SUPORTE PARA BLOQUEADOR DE DISJUNTORES;;;
1300003116;SUPORTE ACRILICO PRODUTOS CHAPAS 11,5X13;;;
1300003375;SUPORTE PARA BANNER;;;
1500003088;KAY QUARRY TILE PC CX2 GAGS 5L CADA;;;
1000004094;XAROPE DE BAUNILHA;;;
1500001295;BALDE PLASTICO 41LT BRANCO;;;
1500001762;PANO LIMPEZA 45X70 BORDA VERDE PCT/50;;;
1500001986;TANQUE/BALDE PLAST 35LT BRANCO;;;
1500002047;FIBRA LIMPEZA USO GERAL 10,2X26CM;;;
1500002123;VASSOURA NYLON 30CM DIAGONAL CB 120CM;;;
1500002875;PALMILHA 36 PARA SAPATO STICKY SHOE;;;
1500002876;PALMILHA 37 PARA SAPATO STICKY SHOE;;;
1500002877;PALMILHA 38 PARA SAPATO STICKY SHOE;;;
1500002888;SAPATO NÂº 33  AZUL MARINHO STICKY SHOE;;;
1500002899;SAPATO NÂº 44  AZUL MARINHO STICKY SHOE;;;
1500002943;NIQUELEIRA MG 40 C/ PRENDEDOR;;;
1500002978;SAPATO 37 STICKY SHOE  PRETO CA 27891;;;
1500002980;SAPATO 39 STICKY SHOE  PRETO CA 27891;;;
1500003085;SACO LIXO 105L PR 75X100X0,004 C/100 MCD;;;
1500003126;LIXEIRA PLAST C/TAMPA E PEDAL 20L BR;;;
1500003134;CANETA ESF 1,0 AZ CRISTAL BIC;;;
1500003135;CANETA ESF 1,0 VM CRISTAL BIC;;;
1500003163;COLA BRANCA 40G BIC;;;
1000004560;PAO BIG MAC CONG. - CX MB;;;
1000004872;CINTA SHAKE OVOMALTINE 2250UN;;;
1000005029;FOLHA TOST AJ ANTUNES;;;
1000005361;PAO BIG MAC CONG.-CX MB;;;
1300002275;ÃLEO CAPELA 68 (TEXACO);;;
1300002698;FILTRO SECADOR ST 083 S  (210X3/8) (EMERSON);;;
1300003144;PLACA CONTROLAVEIS AVULSA  CONTROLAVEIS;;;
1300003145;PLACA CONTROLAVEIS AVULSA  ALIMENTOS;;;
1300003146;PLACA CONTROLAVEIS AVULSA  INVENTARIO DIARIO;;;
1300003147;PLACA CONTROLAVEIS AVULSA  ACOES;;;
1300003159;PLACA  CONTROLE TEMPO VIDA SECUNDARIA VITRINE McCAFE;;;
1300003238;PRANCHETA PROJETO BALA  LEITOSA;;;
1300003352;SUPORTE PARA HOLERITE DIA;;;
SPED327306181;Dioxido Carbono Cil K27 Kg;;;
1000002699;COPO KAPULSKY;;;
1000004602;PAO HAMBURGUER BIMBO ANGUS MCD 40P 3840G;;;
1300002063;CABO P/ TRANSMISSOR NTC;;;
1300002136;EXAUSTOR 450MM;;;
1300002518;GAXETA GPB SOLDADA PVC M114 PRETO 405X565MM;;;
1300002598;K50-Y011 GANCHO COMPONENT HARDWARE;;;
1300002672;Congeladores Portateis;;;
1500002664;COLUNA REPOSICAO P/LIXEIRA 15LT;;;
1500002673;PEDAL REPOSICAO P/LIXEIRA DE 15LT;;;
1500002890;SAPATO NÂº 35  AZUL MARINHO STICKY SHOE;;;
2400000867;UTENSÃLIOS COZINHA;;;
1000004432;KAY RELEASE AGENT;;;
1000005408;PÃO CLUB HOUSE CONGELADO;;;
1000005636;PAO GERGELIM PB BJ CONG 30UN CTRC;;;
1300003099;SUPORTE TABELA NUTRICIONAL BALCAO;;;
1300003100;SUPORTE TABELA DE ALERGENICOS;;;
1300003105;SUPORTE PARA CANETAO;;;
1300003124;SUPORTE ACRILICO PARA SACO NUGGETS 4;;;
1300003312;SUPORTE PARA NOTAS A LANCAR;;;
1500002077;LUVA AMARELA DE PROT MEDIA PAR;;;
1500002112;SACO LIXO 060L PR 55X75X0,004 C/100;;;
1500002889;SAPATO NÂº 34  AZUL MARINHO STICKY SHOE;;;
1500002976;SAPATO 35 STICKY SHOE  PRETO CA 27891;;;
1500003009;Cosmo Q5;;;
1500003010;Estopa Branca extra 200 grs;;;
1600000865;MATERIAL DE LIMPEZA;;;
1600001469;R.E 33 E;;;
SPED323993032;Estrutura;;;
1000004527;MISTURA LACTEA SABOR BAUNILHA;;;
1000004670;OVO DE CODORNA 5 X 250G;;;
1000005398;EMB CHICKEN SUPREME DYNAM 600UN;;;
1000005411;PAO TASTY CONGELADO;;;
1300000782;ESPIGÃO 3/8 X 3/8;;;
1300000837;TUBO SPIRAFLEX ATÃXICO D.INT.3/8;;;
1300002122;CORREIA A-51;;;
1300002128;CURVA COBRE 3/4;;;
1300002186;MANTA FILTRAL G3 40MM FX15;;;
1300002276;ÃLEO P/ BOMBA DE VÃCUO;;;
1300002613;VIDRO P/ EST. FRITURAS S/97;;;
1300003005;ELEMENTO FILTRANTE CARBON 10 X 2.1/2 CONTA 522100 SUBCONTA 522950;;;
1300003096;SUPORTE MODELO PLANO DE CHAO;;;
1300003171;RODIZIO DE ESPIGA GIRATORIO GLEX312 UPN G 1/2X2Â - com freio;;;
1300003172;RODIZIO DE ESPIGA GIRATORIO GLEX 312UPN PARAFUSO 1/2X2Â - sem freio;;;
1500001525;ENV PLASTICO A4 0,12 4F 230X310MM;;;
1500001600;FITA ADES 12X40 TR NOVO DUREX 3M;;;
1500001784;PASTA ABA ELAST PP OF 40MM CR - A40B;;;
1500002160;COLA BRANCA 40G SCOTCH 3M;;;
1500002194;GRAMPO 26/6 GALVANIZADO C/5000;;;
1500002453;ELASTICO LATEX N.18 CX/100GR;;;
1500002902;SAPATO NÂº 47  AZUL MARINHO STICKY SHOE;;;
SPED321808761;Dioxido Carbono Cil T34 Kg;;;
SPED321941191;Dioxido Carbono Cil K27 Kg;;;
SPED322098521;Dioxido Carbono Cil T45 Kg;;;
SPED323515524;LUVA DE VINIL TRANSP G PAR;;;
1300002603;D50-7100 TWIST DRAIN 1 1/2" IPS;;;
1300003112;URNA VOTACAO DESTAQUE DO MES;;;
1500001293;BALDE 30LT S/ESPREMEDOR AMARELO;;;
1500001379;BORRACHA BRANCA 60;;;
1500001418;CANETA ESF VM 1,0 CRISTAL BIC;;;
1500001553;ESTILETE PLAST LARGO 18MM G-479/G-315;;;
1500001718;LACRE P/MALOTE PP AM ESCADA C/100 (MCD);;;
1500001726;LAPIS PRETO N.2 C/BORRACHA FABER 1205;;;
1500001816;PASTA CATAL 50ENV 0,06 PR C/VISOR ACP122;;;
1500001864;PINCEL MARC P/CD PONTA 2MM PT PILOT;;;
1500001884;PINCEL RETROPROJ PT PTA 2MM PILOT;;;
1500002691;LIXEIRA 97 LT C/ TAMPA REF.164 PLASVALE;;;
2400000906;ESTRUTURA E INSTALAÃÃO;;;
SPED320373351;Dioxido Carbono Cil T45 Kg;;;
1000003648;CHOCOLATE MCCAFE SUBMARINO;;;
1000005031;FOLHA TEFLON CHAPA GARLAND 2 PLATEN;;;
1300001003;CABO DUPLO SENSOR BCO GELO COMPACTO;;;
1300002138;EXAUSTOR P/ CAMARA 350MM;;;
1300002269;VALVULA SOLENOIDE EVS10 - 3/8 S (EMERSON);;;
1300002701;FILTRO SECADOR ST 085 S  (210X5/8) (EMERSON);;;
1300002738;MICRO MOTOR 1/25 BI VOLT;;;
1300003118;SUPORTE ACRLICO UHC 19,5 X10 COM FITA DUPLA;;;
1300003143;PLACA CONTROLE TEMPO VIDA SECUNDARIA SEM TEXTO;;;
1300003157;PLACA CONTROLE TEMPO VIDA SECUNDARIA McCAFE;;;
2400000838S;TRANSPORTE;;;
SPED318369681;Dioxido Carbono Cil T45 Kg;;;
SPED320094862;Dioxido Carbono Cil T34 Kg;;;
1000005755;BANDEJA DE TORTA VERDE 12UN;;;
1000005756;BANDEJA DE TORTA VERMELHA 12UN;;;
1000005803;EMB BANDEJA SIGNATURE;;;
